id,name,site,available,ideo_Pew,cred_Pew,fake_label_Grinberg
690,The Federation for American Immigration Reform,fairus.org,,,,
692,Focus on the Family,focusonthefamily.com,,,,
693,Food.News,food.news,,,,
694,Forever Conscious,foreverconscious.com,,,,
695,For the Right News,fortherightnews.com,,,,
696,Frank Speech,frankspeech.com,,,,
697,Family Research Council,frc.org,,,,
698,Free-Speech Front,free-speechfront.info,,,,
699,Freedom.News,freedom.news,,,,
700,Freedom Advocates,freedomadvocates.org,,,,
702,Freedom First Network,freedomfirstnetwork.com,,,,
703,Fria Tider,friatider.se,,,,
704,From the Trenches World Report,fromthetrenchesworldreport.com,,,,
706,Fury News,fury.news,,,,
707,Gaia,gaia.com,,,,
708,Geller Report,gellerreport.com,,,,
709,Geoengineering.News,geoengineering.news,,,,
710,GeoEngineering Watch,geoengineeringwatch.org,,,,
711,Geopolitical Studies Institute,geopol.institute,,,,
712,Get Holistic Health,getholistichealth.com,,,,
713,Glitch.News,glitch.news,,,,
714,Global Info Today,globalinfotoday.com,,,,
715,Global Research,globalresearch.ca,,,,
716,Global Skywatch,globalskywatch.com,,,,
717,Globe Magazine,globemagazine.com,,,,
718,GMO.News,gmo.news,,,,
719,Gnews,gnews.org,,,,
720,Evidence for God from Science,godandscience.org,,,,
721,Godlike Productions,godlikeproductions.com,,,,
722,GoodGopher,goodgopher.com,,,,
723,Goop,goop.com,,,,
724,Got Questions,gotquestions.org,,,,
725,Government Slaves,govtslaves.com,,,,
726,Grain of Truth,grainoftruth.ca,,,,
727,Great American Daily,greatamericandaily.com,,,,
729,GreatReject,greatreject.org,,,,
730,GreenMedInfo,greenmedinfo.com,,,,
732,Gulag Bound,gulagbound.com,,,,
733,Hang The Bankers,hangthebankers.com,,,,
734,Sean Hannity,hannity.com,,,,
735,Healing Food Reference,healingfoodreference.com,,,,
736,Healing Oracle,healingoracle.ch,,,,
737,Health.News,health.news,,,,
738,Health Impact News,healthimpactnews.com,,,,
739,Health Nut News,healthnutnews.com,,,,
740,The Health Ranger,healthranger.com,,,,
741,Health Ranger Report,healthrangerreport.com,,,,
742,Healthy Holistic Living,healthy-holistic-living.com,,,,
743,Healthy Food House,healthyfoodhouse.com,,,,
744,Heartland Institute,heartland.org,,,,
745,Herbreference.com,herbreference.com,,,,
746,Hogg Watch,hoggwatch.com,,,,
747,Health Sciences Institute,hsionline.com,,,,
748,Humans are Free,humansarefree.com,,,,
749,Ice Age Now,iceagenow.info,,,,
750,Institute for Creation Research (IRC),icr.org,,,,
751,If You Only News,ifyouonlynews.com,,,,
752,I Hate the Media,ihatethemedia.com,,,,
753,iHealthtube.com,ihealthtube.com,,,,
754,Institute for Historical Review (IHR),ihr.org,,,,
755,Illicit Info,illicitinfo.com,,,,
756,Illuminati News,illuminati-news.com,,,,
757,Illuminati Watcher,illuminatiwatcher.com,,,,
759,IMOwired,imowired.com,,,,
760,Infinite Unknown,infiniteunknown.net,,,,
761,InfoGalactic,infogalactic.com,,,,
762,Information Liberation,informationliberation.com,,,,
763,InfoRos.ru,inforos.ru,,,,
765,Ingredients.News,ingredients.news,,,,
766,Intellihub,intellihub.com,,,,
767,Iowa Climate Science Education,iowaclimate.org,,,,
768,Jesus is Savior,jesus-is-savior.com,,,,
769,Jesus Daily,jesusdaily.com,,,,
770,Joe Biden News,joebiden.news,,,,
771,Judicial Watch,judicialwatch.org,,,,
772,JunkScience.com,junkscience.com,,,,
773,Knowledge of Today,knowledgeoftoday.org,,,,
774,LaRouche PAC,larouchepac.com,,,,
775,LearnTheRisk.org,learntherisk.org,,,,
776,Left Action,leftaction.com,,,,
777,LeftCult,leftcult.com,,,,
778,Left Exposed,leftexposed.org,,,,
779,Liberty.News,liberty.news,,,,
780,Liberty Bell,libertybell.com,,,,
781,Liberty Hangout,libertyhangout.org,,,,
782,Liberty Videos,libertyvideos.org,,,,
783,Libtards.News,libtards.news,,,,
784,Life News,lifenews.com,,,,
785,LifeSpa,lifespa.com,,,,
786,Lindell TV,lindelltv.com,,,,
788,LoonWatch,loonwatch.com,,,,
790,Media Fact Watch,mediafactwatch.com,,,,
791,Medical Medium,medicalmedium.com,,,,
792,Medicine News,medicine.news,,,,
793,Middle East Forum,meforum.org,,,,
794,Mercola,mercola.com,,,,
795,National Conservative,merica1st.com,,,,
796,Mixi.Media,mixi.media,,,,
797,MoonBattery,moonbattery.com,,,,
798,My Right American,myrightamerica.com,,,,
799,National Alliance,natall.com,,,,
800,National Economics Editorial,nationaleconomicseditorial.com,,,,
801,National Enquirer,nationalenquirer.com,,,,
802,National File,nationalfile.com,,,,
803,National Policy Institute,nationalpolicy.institute,,,,
804,NRL News Today,nationalrighttolifenews.org,,,,
805,NationalSecurity.News,nationalsecurity.news,,,,
806,National Vanguard,nationalvanguard.org,,,,
807,NaturalMedicine.News,naturalmedicine.news,,,,
809,NaturalNewsBlogs,naturalnewsblogs.com,,,,
810,Natural News Radio,naturalnewsradio.com,,,,
811,NaturalPedia.com,naturalpedia.com,,,,
812,The Navarro Report,navarroreport.com,,,,
813,Need to Know,needtoknow.news,,,,
815,New American News,newamericannews.com,,,,
816,New Nation News,newnation.org,,,,
818,News Heist,newsheist.com,,,,
819,News Hour First,newshourfirst.com,,,,
820,News Inside Out,newsinsideout.com,,,,
821,News Punch,newspunch.com,,,,
822,News Pushed,newspushed.com,,,,
823,News Target,newstarget.com,,,,
824,Newsview,newsview.gr,,,,
825,NewsWars,newswars.com,,,,
826,News with Views,newswithviews.com,,,,
828,NoTricksZone,notrickszone.com,,,,
831,NPR News,npr.news,,,,
832,National Right to Life Committee,nrlc.org,,,,
833,NutrientReference.com,nutrientreference.com,,,,
834,National Vaccine Information Institute,nvic.org,,,,
836,Oath Keepers,oathkeepers.org,,,,
838,Organic Consumers Association,organicconsumers.org,,,,
839,The Other 98%,other98.com,,,,
840,Outraged Patriot,outragedpatriot.com,,,,
841,Oye.news,oye.news,,,,
842,Pacific Pundit,pacificpundit.com,,,,
843,Pak Alert Press,pakalertpress.com,,,,
844,Pandemic News,pandemic.news,,,,
845,Pants on Fire News,pantsonfirenews.com,,,,
846,Parler,parler.com,,,,
847,Patribotics Blog,patribotics.blog,,,,
848,Patriot Fires,patriotfires.com,,,,
849,Patriot Front,patriotfront.us,,,,
850,Patriotic Viral News,patrioticviralnews.com,,,,
851,Patriots For Truth,patriots4truth.org,,,,
852,PC Must Die News,pcmustdie.com,,,,
853,Primary Doctor Medical Journal,pdmj.org,,,,
854,Personal Interpretation,personalinterpretation.com,,,,
855,Personal Liberty,personalliberty.com,,,,
856,PoliticalDiscussion,political-discussion.com,,,,
857,PoliticsOnline.net,politicsonline.net,,,,
858,Poltifact News,politifact.news,,,,
859,Pollution News,pollution.news,,,,
860,Population Research Institute,pop.org,,,,
861,Populist Press,populist.press,,,,
863,PragerU,prageru.com,,,,
864,Pravda Report,pravdareport.com,,,,
865,Prepare for Change,prepareforchange.net,,,,
866,Press TV,presstv.com,,,,
867,Principia Scientific International,principia-scientific.org,,,,
868,Prison Planet,prisonplanet.com,,,,
870,International Organization for the Family (IOF),profam.org,,,,
871,Progressives Today,progressivestoday.com,,,,
872,Prophecy News Watch,prophecynewswatch.com,,,,
873,Prophecy Today,prophecytoday.com,,,,
874,Pro Trump News,protrumpnews.com,,,,
875,QAnon.pub,qanon.pub,,,,
876,RandPaul.News,randpaul.news,,,,
877,Rapture News Network,rapturenewsnetwork.com,,,,
878,Real Climate Science,realclimatescience.com,,,,
879,RealFarmacy,realfarmacy.com,,,,
880,Real Jew News,realjewnews.com,,,,
881,Real News 24,realnews24.com,,,,
882,Red Ice TV,redice.tv,,,,
884,"Red, White and Right",redwhiteandright.com,,,,
885,The Remnant Newspaper,remnantnewspaper.com,,,,
886,Renew America,renewamerica.com,,,,
887,Rense,rense.com,,,,
888,Center for Research of Radicalism and National Security,researchantisemitism.ca,,,,
889,Return of Kings,returnofkings.com,,,,
890,Return to Now,returntonow.net,,,,
891,Revolution Radio,revolutionradio.org,,,,
892,Righter Way,righterway.com,,,,
894,Right Wing News (rightwing.news),rightwing.news,,,,
896,Right Wing Tribune,rightwingtribune.com,,,,
897,RINF,rinf.com,,,,
898,Right Side Broascasting Network,rsbnetwork.com,,,,
899,RT News,rt.com,,,,
900,Rumble,rumble.com,,,,
901,The Rush Limbaugh Show,rushlimbaugh.com,,,,
902,Russia Insider,russia-insider.com,,,,
903,SaneVax,sanevax.org,,,,
904,Henry Makow (savethemales.ca),savethemales.ca,,,,
905,Science.News,science.news,,,,
906,2nd Amendment Daily News,secondamendmentdaily.com,,,,
907,SGT Report,sgtreport.com,,,,
908,Sheep Killers,sheepkillers.com,,,,
909,Shoebat,shoebat.com,,,,
910,Sick Chirpse,sickchirpse.com,,,,
911,Skeptiko,skeptiko.com,,,,
912,Santa Monica Observer,smobserved.com,,,,
913,Snopes News,snopes.news,,,,
914,Sons of 1776,sonsof1776.com,,,,
915,Signs of the Times,sott.net,,,,
916,South Front,southfront.org,,,,
917,Speech Point,speech-point.com,,,,
918,Sputnik,sputniknews.com,,,,
919,Squawker,squawker.org,,,,
920,Stares at the World,staresattheworld.com,,,,
922,State of the Nation 2012,stateofthenation2012.com,,,,
923,Steadfast and Loyal,steadfastandloyal.com,,,,
924,Stillness in the Storm,stillnessinthestorm.com,,,,
925,Stone Cold Truth,stonecoldtruth.com,,,,
926,Storm Clouds Gathering,stormcloudsgathering.com,,,,
927,Stormfront,stormfront.org,,,,
928,Strategic Culture Foundation,strategic-culture.org,,,,
929,Summit News,summit.news,,,,
930,SupplementReference.com,supplementreference.com,,,,
931,Support Israel Now,supportisraelnow.com,,,,
932,SurvivalBlog.com,survivalblog.com,,,,
933,Sustainable Pulse,sustainablepulse.com,,,,
934,SwampDrain.com,swampdrain.com,,,,
935,Swarajya,swarajyamag.com,,,,
936,Syria News,syrianews.cc,,,,
937,Taki's Magazine,takimag.com,,,,
938,TalkNetwork.com,talknetwork.com,,,,
940,Technocracy News,technocracy.news,,,,
941,"American Society for the Defense of Tradition, Family, and Property",tfp.org,,,,
942,The American Mirror,theamericanmirror.com,,,,
943,The Bearded Patriot,thebeardedpatriot.com,,,,
944,The Breaking News,thebreakingnews.com,,,,
945,The Common Sense Show,thecommonsenseshow.com,,,,
946,The Conservative Central,theconservativecentral.com,,,,
948,The Daily Bell,thedailybell.com,,,,
949,The Daily Conspiracy,thedailyconspiracy.com,,,,
950,The Daily Sheeple,thedailysheeple.com,,,,
951,The DC Patriot,thedcpatriot.com,,,,
952,The Duran,theduran.com,,,,
954,The Forbidden Knowledge,theforbiddenknowledge.com,,,,
955,The Freedom Times,thefreedomtimes.com,,,,
956,Free Thought Project,thefreethoughtproject.com,,,,
957,The Fullerton Informer,thefullertoninformer.com,,,,
959,The Goldwater,thegoldwater.com,,,,
960,The Healthy American,thehealthyamerican.org,,,,
961,The Highwire,thehighwire.com,,,,
963,The Laugh Club,thelaughclub.net,,,,
964,The Liberty Beacon,thelibertybeacon.com,,,,
965,The Millennium Report,themillenniumreport.com,,,,
969,Witherspoon Institute,thepublicdiscourse.com,,,,
970,The Red Elephants,theredelephants.com,,,,
971,The Religion of Peace,thereligionofpeace.com,,,,
972,The Right Stuff,therightstuff.biz,,,,
973,The Rundown Live,therundownlive.com,,,,
974,TheSpectator.info,thespectator.info,,,,
975,The True Defender,thetruedefender.com,,,,
976,The True Reporter,thetruereporter.com,,,,
977,The Truth about Cancer,thetruthaboutcancer.com,,,,
978,The Truth Seeker,thetruthseeker.co.uk,,,,
979,The Truth Voice,thetruthvoice.net,,,,
980,The Union Journal,theunionjournal.com,,,,
981,The Vaccine Reaction,thevaccinereaction.org,,,,
982,The Washington Standard,thewashingtonstandard.com,,,,
983,Think Americana,thinkamericana.com,,,,
984,Thinking Humanity,thinkinghumanity.com,,,,
985,Thinking Mom's Revolution,thinkingmomsrevolution.com,,,,
986,Thought Crime Radio,thoughtcrimeradio.net,,,,
987,Thrive Movement,thrivemovement.com,,,,
988,Toronto Today,torontotoday.net,,,,
989,Turning Point USA,tpusa.com,,,,
990,Treason News,treason.news,,,,
991,Trigger Reset,triggerreset.net,,,,
993,True Pundit,truepundit.com,,,,
994,True Viral News,trueviralnews.com,,,,
995,Trump.News,trump.news,,,,
997,Truth and Action,truthandaction.org,,,,
998,Truth in Media,truthinmedia.com,,,,
999,Truth Monitor,truthmonitor.com,,,,
1001,Twisted News,twisted.news,,,,
1002,UK Column,ukcolumn.org,,,,
1003,Uncle Sam's Misguided Children,unclesamsmisguidedchildren.com,,,,
1004,Understanding the threat,understandingthethreat.com,,,,
1005,Unite America First,uniteamericafirst.com,,,,
1006,The Unz Review,unz.com,,,,
1007,24 News,us24news.com,,,,
1008,USA Hitman,usahitman.com,,,,
1009,USA is Online,usaisonline.com,,,,
1010,USA Really,usareally.com,,,,
1012,USAWatchdog.com,usawatchdog.com,,,,
1013,US Backlash,usbacklash.org,,,,
1015,US Liberty Wire,uslibertywire.com,,,,
1016,Vaccine Impact,vaccineimpact.com,,,,
1017,Vaccine News,vaccines.news,,,,
1018,Vaccines Revealed,vaccinesrevealed.com,,,,
1019,VacTruth.com,vactruth.com,,,,
1020,Vaxxter,vaxxter.com,,,,
1021,Vdare,vdare.com,,,,
1022,Veterans Today,veteranstoday.com,,,,
1023,Vidmax,vidmax.com,,,,
1024,Vigilant Citizen,vigilantcitizen.com,,,,
1026,Viral Hatch,viralhatch.com,,,,
1027,Viral News Network,viralnewsnetwork.net,,,,
1028,Vote Fraud News,votefraud.news,,,,
1029,Wake Up World,wakeup-world.com,,,,
1030,The Waking Times,wakingtimes.com,,,,
1031,WallBuilders,wallbuilders.com,,,,
1032,Watts Up with that,wattsupwiththat.com,,,,
1033,WayneDupree.com,waynedupree.com,,,,
1034,We Love Trump,welovetrump.com,,,,
1035,Weston A. Price Foundation,westonaprice.org,,,,
1036,Whale.to,whale.to,,,,
1037,WhiteHouse.News,whitehouse.news,,,,
1038,Why Don't You Try This,whydontyoutrythis.com,,,,
1040,World Affairs Brief,worldaffairsbrief.com,,,,
1041,World Doctors Alliance,worlddoctorsalliance.com,,,,
1042,WorldHealth.Net,worldhealth.net,,,,
1044,X22 Report,x22report.com,,,,
1046,Zenith News,zenith.news,,,,
1048,21st Century Wire,21stcenturywire.com,,,,
1050,369 News,369news.net,,,,
1051,A news24,a-news24.com,,,,
1052,Experience Awareness (AbcBusinessNews.com),abcbusinessnews.com,,,,
1053,American College of Pediatricians,acpeds.org,,,,
1056,Architects & Engineers for 9/11 Truth,ae911truth.org,,,,
1057,American Intelligence Media,aim4truth.org,,,,
1058,Al Bawaba,albawaba.com,,,,
1059,Higgins News Network,alexanderhiggins.com,,,,
1060,Alliance for Advanced Health,allianceforadvancedhealth.com,,,,
1061,Alt-Market,alt-market.com,,,,
1062,China Global Television Network,america.cgtn.com,,,,
1063,American Action News,americanactionnews.com,,,,
1064,American Digital News,americandigitalnews.com,,,,
1065,American Patriot Daily,americanpatriotdaily.com,,,,
1066,Analyzing America,analyzingamerica.org,,,,
1067,Ancient Code,ancient-code.com,,,,
1068,Ancient Origins,ancient-origins.net,,,,
1069,Alliance for Natural Health (ANH-USA),anh-usa.org,,,,
1070,Anonymous News,anonews.co,,,,
1071,Apost.com,apost.com,,,,
1072,Arab News,arabnews.com,,,,
1073,Archaeology World,archaeology-world.com,,,,
1074,Asia-Pacific Research,asia-pacificresearch.com,,,,
1075,Auburn Times,auburntimes.com,,,,
1076,Autism Speaks,autismspeaks.org,,,,
1077,American Web Media,awm.com,,,,
1078,Baldwin Times,baldwintimes.com,,,,
1079,Basnews Agency,basnews.com,,,,
1080,BDNews24,bdnews24.com,,,,
1081,Be Best Website,bebest.website,,,,
1082,Behold Israel,beholdisrael.org,,,,
1083,BenjaminFulford,benjaminfulford.typepad.com,,,,
1084,Biologos Foundation,biologos.org,,,,
1085,Bipartisan Report,bipartisanreport.com,,,,
1086,Blacklisted News,blacklistednews.com,,,,
1087,BlackNews.com,blacknews.com,,,,
1088,Bongino.com,bongino.com,,,,
1089,Bossip,bossip.com,,,,
1091,Breakingnews247.net,breakingnews247.net,,,,
1092,Prank your friends!,breakingnews365.net,,,,
1093,Breaking Wide,breakingwide.com,,,,
1095,BrightSide,brightside.me,,,,
1096,The Buffalo Chronicle,buffalochronicle.com,,,,
1098,BVA News,bvanews.com,,,,
1099,Council for American-Islamic Relations (CAIR),cair.com,,,,
1100,Caixin Global,caixinglobal.com,,,,
1101,Caldron Pool,caldronpool.com,,,,
1102,CannaSOS.com,cannasos.com,,,,
1103,Catholic Online,catholic.org,,,,
1104,Center for Security Policy,centerforsecuritypolicy.org,,,,
1105,Cerno (Cernovich.com),cernovich.com,,,,
1109,Create A Prank,channel24news.com,,,,
1111,Channel 33 News,channel33news.com,,,,
1113,Create A Prank,channel40news.com,,,,
1115,Channel 46 News,channel46news.com,,,,
1116,Charisma News,charismanews.com,,,,
1117,China Daily,chinadaily.com.cn,,,,
1118,Church Militant,churchmilitant.com,,,,
1119,Climate Depot,climatedepot.com,,,,
1120,Faça sua piada de maneira rápida!,cnoticias.net,,,,
1121,Conscious Life News,consciouslifenews.com,,,,
1122,Conservapedia,conservapedia.com,,,,
1123,Conservative Angle,conservativeangle.com,,,,
1124,Conservative Firing Line,conservativefiringline.com,,,,
1125,Conservative Frontline,conservativefrontline.com,,,,
1126,The Conservative Papers,conservativepapers.com,,,,
1127,CounterPsyOps,counterpsyops.com,,,,
1128,Daily Vine,daily-vine.com,,,,
1129,Daily Grail,dailygrail.com,,,,
1130,Daily Political Newswire,dailypoliticalnewswire.com,,,,
1131,Daily Star UK,dailystar.co.uk,,,,
1132,Daily World Update,dailyworldupdate.us,,,,
1133,David Wolfe,davidwolfe.com,,,,
1134,DC Blue Dot,dcbluedot.com,,,,
1135,DEBKAfile,debka.com,,,,
1136,Decatur Times,decaturtimes.com,,,,
1137,Deep Left Field,deepleftfield.info,,,,
1138,Democratic Underground,democraticunderground.com,,,,
1139,Democratic National Committee,democrats.org,,,,
1140,Disobedient Media,disobedientmedia.com,,,,
1141,Dnyuz,dnyuz.com,,,,
1142,DoctorOz.com (Dr. Oz),doctoroz.com,,,,
1143,Dr. Axe,draxe.com,,,,
1144,East Central Alabama News,ecalabamanews.com,,,,
1145,The Economic Times,economictimes.indiatimes.com,,,,
1146,Educate Inspire Change,educateinspirechange.org,,,,
1147,Eluxe Magazine,eluxemagazine.com,,,,
1148,Emirates 24/7,emirates247.com,,,,
1151,Fais une blague et piège tous tes amis.,en-bref.fr,,,,
1153,Mehr News Agency,en.mehrnews.com,,,,
1154,The Majalla,eng.majalla.com,,,,
1155,Al Arabiya,english.alarabiya.net,,,,
1156,CCTV International,english.cctv.com,,,,
1157,The European Union Times,eutimes.net,,,,
1158,Everyday for Gun Safety,everytown.org,,,,
1159,Environmental Working Group (EWG),ewg.org,,,,
1160,Extraordinary News,extraordinaryinfo.com,,,,
1161,Fabiosa,fabiosa.com,,,,
1162,Fact Checking Turkey,factcheckingturkey.com,,,,
1163,Facts Wanted,factswanted.com,,,,
1164,Faithit,faithit.com,,,,
1165,FaithPanda,faithpanda.com,,,,
1166,Family Survival Headlines,familysurvivalheadlines.com,,,,
1167,Femalista,femalista.com,,,,
1168,Filming Cops,filmingcops.com,,,,
1169,First Post,firstpost.com,,,,
1170,Flag & Cross,flagandcross.com,,,,
1171,Food Babe,foodbabe.com,,,,
1172,Food Matters,foodmatters.com,,,,
1173,FoxNews-Us,foxnews-us.com,,,,
1174,Freedomain Radio,freedomainradio.com,,,,
1175,Freedom News Report,freedomnewsreport.com,,,,
1176,FI Article Marketing,freeinfomedia.com,,,,
1177,Free Republic,freerepublic.com,,,,
1178,The Free Telegraph,freetelegraph.com,,,,
1179,Free Wood Post,freewoodpost.com,,,,
1180,Friends of Science,friendsofscience.org,,,,
1181,MoveOn,front.moveon.org,,,,
1182,Gadsden Today,gadsdentoday.com,,,,
1183,Gatestone Institute,gatestoneinstitute.org,,,,
1184,Covert Geopolitics,geopolitics.co,,,,
1185,Ghost.Report,ghost.report,,,,
1186,Global Healing Center,globalhealingcenter.com,,,,
1187,Global Times,globaltimes.cn,,,,
1188,GMWatch,gmwatch.org,,,,
1189,Godfather Politics,godfatherpolitics.com,,,,
1190,Republican National Committee,gop.com,,,,
1191,House Republican Conference,gop.gov,,,,
1192,Gossip Mill Mzansi,gossipmillsa.com,,,,
1193,The Greanville Post,greanvillepost.com,,,,
1194,Greenpeace,greenpeace.org,,,,
1195,Grunge.com,grunge.com,,,,
1196,Gucmakale,gucmakale.com,,,,
1197,Gulf News,gulfnews.com,,,,
1198,Hal Turner Radio Show,halturnerradioshow.com,,,,
1199,Hard News,hardnews.network,,,,
1200,Head Topics,headtopics.com,,,,
1201,Healthy and Natural World,healthyandnaturalworld.com,,,,
1202,Heightpost,heightpost.com,,,,
1203,Hello Christian,hellochristian.com,,,,
1204,Herb,herb.co,,,,
1205,Higher Perspective,higherperspectives.com,,,,
1206,National Rifle Association,home.nra.org,,,,
1208,Huntsville Leader,huntsvilleleader.com,,,,
1210,IFL Science,iflscience.com,,,,
1211,iHarare,iharare.com,,,,
1212,I Heart Intelligence,iheartintelligence.com,,,,
1213,"I, Hypocrite",ihypocrite.net,,,,
1214,Illegal Alien Crime Report,illegalaliencrimereport.com,,,,
1215,Independent Minute,independentminute.com,,,,
1216,Independent Science News,independentsciencenews.org,,,,
1217,Independent Sentinel,independentsentinel.com,,,,
1218,Indiatimes,indiatimes.com,,,,
1219,Information Clearing House,informationclearinghouse.info,,,,
1220,InfoScum,infoscum.com,,,,
1221,Inner Strength Zone -,innerstrength.zone,,,,
1222,Investment Watch Blog,investmentwatchblog.com,,,,
1223,"Israel, Islam and End Times",israelislamandendtimes.com,,,,
1224,Jefferson Reporter,jeffersonreporter.com,,,,
1225,Climate Etc,judithcurry.com,,,,
1226,Just the Facts,justthefacts.org,,,,
1229,Ladies of Liberty,ladiesofliberty.net,,,,
1230,Lancaster Courier,lancastercourier.com,,,,
1231,ACN Latitudes,latitudes.org,,,,
1232,Law Enforcement Today,lawenforcementtoday.com,,,,
1233,Citizens for Legitimate Government,legitgov.org,,,,
1234,Lew Rockwell,lewrockwell.com,,,,
1235,Liberty Talk.fm,libertytalk.fm,,,,
1236,Live Action,liveaction.org,,,,
1237,Livestrong.com,livestrong.com,,,,
1238,Living Whole,livingwhole.org,,,,
1239,Lucianne.com,lucianne.com,,,,
1240,MAGA Daily Report,magadailyreport.com,,,,
1241,MagaPill,magapill.com,,,,
1243,Media Roots,mediaroots.org,,,,
1244,Medusa Magazine,medusamagazine.com,,,,
1245,Middle East Media Research Institute (Memri),memri.org,,,,
1247,Metric Media,metricmedianews.com,,,,
1248,Middle American Democrat,middleamericandemocrat.com,,,,
1249,MindBodyGreen,mindbodygreen.com,,,,
1250,Mobile Courant,mobilecourant.com,,,,
1251,Modern Alternative Mama,modernalternativemama.com,,,,
1252,Morning Herald,morning-herald.com,,,,
1253,MSMLies.com,msmlies.com,,,,
1254,Erfinde deine eigenen Witz,nachrichten365.com,,,,
1255,The Nation Pakistan,nation.com.pk,,,,
1257,Natural Cures,naturalcures.com,,,,
1258,Natural Health 365,naturalhealth365.com,,,,
1259,Naturally Savvy,naturallysavvy.com,,,,
1260,Natural Society,naturalsociety.com,,,,
1261,NE Alabama Courant,nealabamanews.com,,,,
1262,"Raconte l'actualité du jour,",net-infosnews.com,,,,
1264,NewsAmmo,newsammo.com,,,,
1266,News Blaze,newsblaze.com,,,,
1267,News Break,newsbreak.com,,,,
1268,Newsbud,newsbud.com,,,,
1272,Newsmax,newsmax.com,,,,
1274,Next News Network,nextnewsnetwork.com,,,,
1275,Nordic Monitor,nordicmonitor.com,,,,
1276,North Birmingham Times,northbirminghamtimes.com,,,,
1277,"Crear una broma, una noticia",noticias-frescas.com,,,,
1278,Crea La Tua Barzelletta Rapidamente!,notizzia.com,,,,
1279,Nutritionfacts.org,nutritionfacts.org,,,,
1280,Odisha Latest News Today,odishatv.in,,,,
1281,OffGuardian,off-guardian.org,,,,
1284,Organic Facts,organicfacts.net,,,,
1285,Overpasses for America,overpassesforamerica.com,,,,
1286,Patriot Crier,patriotcrier.com,,,,
1287,Patriot Journal,patriotjournal.org,,,,
1288,Perez Hilton,perezhilton.com,,,,
1289,PETA,peta.org,,,,
1290,PJ Media,pjmedia.com,,,,
1291,Popular Technology,populartechnology.net,,,,
1292,Post Card News,postcard.news,,,,
1293,The Postillion,postillon.com,,,,
1294,Press for Truth,pressfortruth.ca,,,,
1296,Prevention Magazine,prevention.com,,,,
1297,Project Veritas,projectveritas.com,,,,
1298,Prop or Not,propornot.com,,,,
1299,Proto Thema,protothema.gr,,,,
1300,Quillette,quillette.com,,,,
1301,Raw Conservative Opinions,rawconservativeopinions.com,,,,
1303,Real Raw News,realrawnews.com,,,,
1304,RearFront,rearfront.com,,,,
1305,Red Blue Divide,redbluedivide.com,,,,
1306,Red Orbit,redorbit.com,,,,
1307,Redoubt News,redoubtnews.com,,,,
1308,RedState,redstate.com,,,,
1309,Institute for Responsible Technology,responsibletechnology.org,,,,
1310,Revolver.News,revolver.news,,,,
1311,Right Smarts,rightsmarts.com,,,,
1312,River Region Times,riverregiontimes.com,,,,
1314,Rudaw,rudaw.net,,,,
1315,Ruptly,ruptly.tv,,,,
1316,Ruth Institute,ruthinstitute.org,,,,
1317,The Science Times,sciencetimes.com,,,,
1318,Science Vibe,sciencevibe.com,,,,
1320,Secure America Now,secureamericanow.org,,,,
1321,Shoals Today,shoalstoday.com,,,,
1322,SHTFplan.com,shtfplan.com,,,,
1324,"Sohu,com",sohu.com,,,,
1325,South Africa Today,southafricatoday.net,,,,
1326,Space.News,space.news,,,,
1327,Stranger than Fiction News,stfnreport.com,,,,
1330,The Stream,stream.org,,,,
1332,SunDayPost,sundaypost.org,,,,
1334,Swiss Policy Research,swprs.org,,,,
1335,Tasnim News Agency,tasnimnews.com,,,,
1336,TASS Russian News Agency,tass.com,,,,
1337,TB Daily News,tbdailynews.com,,,,
1338,Tea Party Patriots,teapartypatriots.org,,,,
1339,Tech Startups,techstartups.com,,,,
1340,The Tehran Times,tehrantimes.com,,,,
1342,The Anti-Media,theantimedia.com,,,,
1343,The Beltway Report,thebeltwayreport.com,,,,
1345,TheBL,thebl.com,,,,
1346,The Blacksphere,theblacksphere.net,,,,
1347,The Conservative Brief,theconservativebrief.com,,,,
1348,The Epoch Times,theepochtimes.com,,,,
1349,The Fake News Generator,thefakenewsgenerator.com,,,,
1350,The Hearty Soul,theheartysoul.com,,,,
1351,thelastlineofdefense.online,thelastlineofdefense.online,,,,
1353,The Liberty Daily,thelibertydaily.com,,,,
1354,The National (UAE),thenational.ae,,,,
1356,The National Pulse,thenationalpulse.com,,,,
1360,The Proud Liberal,theproudliberal.org,,,,
1362,There is News,thereisnews.com,,,,
1363,Rooster Magazine,therooster.com,,,,
1364,The Smokers Club,thesmokersclub.com,,,,
1365,The SoleXchange,thesolexchange.com,,,,
1366,The Trumpet,thetrumpet.com,,,,
1368,Homeopathy Journal,thieme.de,,,,
1369,Thought Catalog,thoughtcatalog.com,,,,
1370,Glücksspiel Deutschland,timesofcambodia.com,,,,
1372,Todd Starnes,toddstarnes.com,,,,
1373,TooFab,toofab.com,,,,
1374,Raconte l'actualité du jour,toutelinfo.fr,,,,
1375,Townhall,townhall.com,,,,
1376,TPL News,tplnews.com,,,,
1377,Trending Politics,trendingpolitics.com,,,,
1378,Trump Train News,trumptrainnews.com,,,,
1380,U OK Hun?,uokhun.uk,,,,
1385,USSA News,ussanews.com,,,,
1386,Vets for Trump,veteransfordonaldtrump.com,,,,
1387,Washington Times,washingtontimes.com,,,,
1390,We The People Daily,wethepeopledaily.com,,,,
